Vehicle_ID,Timestamp,Frame_Number,Ortho_X,Ortho_Y,Local_X,Local_Y,Latitude,Longitude,Vehicle_Length,Vehicle_Width,Vehicle_Class,Vehicle_Speed,Vehicle_Acceleration,Road_Section,Lane_Number,Visibility
28,2022-10-07 17:52:18.238,142,3587.7,5766.6,170108.34,532142.75,37.3881405,126.6624597,4.44,2.06,0,55.2,0.52,3_2,3,1
30,2022-10-07 17:52:18.238,142,5260.2,3552.8,170158.97,532209.28,37.3887416,126.6630288,5.1,2.18,0,34.1,0.19,,,1
31,2022-10-07 17:52:18.238,142,8204.9,1091.2,170247.97,532283.14,37.3894099,126.6640307,5.0,2.21,0,,,,,0
32,2022-10-07 17:52:18.238,142,7534.6,1968.0,170227.67,532256.79,37.3891718,126.6638027,4.81,2.16,0,1.2,-0.06,1_1,5,1
33,2022-10-07 17:52:18.238,142,4754.3,4358.1,170143.64,532185.07,37.3885229,126.6628566,4.8,2.16,0,34.3,0.1,,,1
34,2022-10-07 17:52:18.238,142,4815.6,5126.9,170145.4,532161.89,37.3883142,126.6628775,5.29,2.28,0,30.9,0.28,3_4,4,1
35,2022-10-07 17:52:18.238,142,6727.5,1275.1,170203.43,532277.76,37.38936,126.6635281,5.02,2.2,0,26.0,0.72,1_2,5,1
37,2022-10-07 17:52:18.238,142,6185.2,2682.3,170186.93,532235.41,37.3889779,126.6633435,4.95,2.22,0,36.7,0.56,1_2,1,1
39,2022-10-07 17:52:18.238,142,2725.0,2935.1,170082.65,532228.17,37.3889093,126.6621661,4.28,1.95,0,23.9,-0.37,,,1
40,2022-10-07 17:52:18.238,142,4922.8,5362.4,170148.61,532154.78,37.3882502,126.662914,5.18,2.29,0,17.5,0.26,3_4,6,1
42,2022-10-07 17:52:18.238,142,5445.6,3097.2,170164.6,532222.99,37.3888653,126.6630918,5.02,2.21,0,28.1,0.43,,,1
43,2022-10-07 17:52:18.238,142,6860.0,2668.5,170207.27,532235.75,37.3889816,126.6635731,4.92,2.16,0,1.2,-0.04,1_1,4,1
44,2022-10-07 17:52:18.238,142,5711.7,2580.0,170172.68,532238.54,37.3890057,126.6631824,5.29,2.29,0,28.8,0.28,1_2,5,1
45,2022-10-07 17:52:18.238,142,4515.2,5193.7,170136.34,532159.91,37.388296,126.6627753,4.7,2.16,0,0.7,-0.07,3_4,2,1
47,2022-10-07 17:52:18.238,142,4970.5,3172.2,170150.28,532220.78,37.3888449,126.6629302,,,0,0.6,-0.05,,,1
48,2022-10-07 17:52:18.238,142,4639.2,5722.1,170140.02,532143.98,37.3881526,126.6628175,4.97,2.25,0,21.0,0.11,3_4,6,1
49,2022-10-07 17:52:18.238,142,5527.9,4758.4,170166.91,532172.92,37.3884142,126.6631199,4.87,2.12,0,23.5,-0.61,,,1
50,2022-10-07 17:52:18.238,142,3556.4,5377.3,170107.43,532154.48,37.3882462,126.662449,5.02,2.19,0,48.3,0.1,3_2,5,1
51,2022-10-07 17:52:18.238,142,7730.6,1692.9,170233.61,532265.06,37.3892465,126.6638694,4.69,2.18,0,5.1,0.38,1_1,5,1
52,2022-10-07 17:52:18.238,142,6698.3,1698.7,170202.5,532264.99,37.3892449,126.6635181,4.3,1.95,0,30.5,-0.08,1_2,3,1
53,2022-10-07 17:52:18.238,142,5683.0,4186.9,170171.64,532190.13,37.3885694,126.6631726,5.08,2.26,0,5.8,0.09,,,1
54,2022-10-07 17:52:18.238,142,7886.7,967.3,170238.39,532286.91,37.3894435,126.6639225,4.98,2.31,0,56.5,-0.0,,,1
55,2022-10-07 17:52:18.238,142,4894.5,4360.7,170147.86,532184.97,37.3885222,126.6629043,4.95,2.17,0,42.2,-0.08,,,1
56,2022-10-07 17:52:18.238,142,4228.0,5562.3,170127.65,532148.84,37.388196,126.6626775,4.33,2.04,0,1.0,0.04,3_4,2,1
57,2022-10-07 17:52:18.238,142,6893.3,1753.8,170208.37,532263.31,37.38923,126.6635845,5.41,2.35,0,22.8,0.08,1_2,1,1
58,2022-10-07 17:52:18.238,142,4715.7,5105.5,170142.39,532162.55,37.38832,126.6628435,4.81,2.2,0,34.9,0.08,3_4,3,1
59,2022-10-07 17:52:18.238,142,6064.5,4043.8,170183.15,532194.4,37.3886082,126.6633024,4.97,2.23,0,10.6,-0.05,,,1
60,2022-10-07 17:52:18.238,142,5651.4,3375.1,170170.78,532214.59,37.3887898,126.6631619,5.24,2.26,0,40.4,-0.0,,,1
61,2022-10-07 17:52:18.238,142,6196.2,3677.0,170187.16,532205.43,37.3887078,126.6633473,5.06,2.32,0,13.8,-0.09,,,1
62,2022-10-07 17:52:18.238,142,4511.1,5515.8,170136.19,532150.21,37.3882086,126.6627739,5.33,2.28,0,30.3,0.15,3_4,4,1
63,2022-10-07 17:52:18.238,142,6392.3,3272.9,170193.11,532217.59,37.3888176,126.663414,4.82,2.21,0,0.8,-0.04,1_1,4,1
64,2022-10-07 17:52:18.238,142,4166.0,5299.9,170125.81,532156.75,37.3882672,126.6626565,5.07,2.27,0,41.4,-0.02,3_1,1,1
65,2022-10-07 17:52:18.238,142,5126.8,3345.9,170154.97,532215.53,37.3887977,126.6629834,11.54,2.97,1,33.8,0.38,,,1
66,2022-10-07 17:52:18.238,142,5026.7,4029.5,170151.88,532194.94,37.3886121,126.6629493,5.31,2.31,0,37.7,0.04,,,1
68,2022-10-07 17:52:18.238,142,6040.7,2353.8,170182.62,532245.33,37.3890671,126.6632944,4.99,2.17,0,38.2,0.28,1_2,4,1
69,2022-10-07 17:52:18.238,142,7513.4,1629.8,170227.07,532266.98,37.3892637,126.6637954,3.97,1.95,0,45.3,-0.21,1_1,3,1
71,2022-10-07 17:52:18.238,142,5750.4,3074.1,170173.79,532223.65,37.3888715,126.6631956,5.1,2.22,0,31.9,0.17,1_2,2,1
72,2022-10-07 17:52:18.238,142,7619.9,1674.0,170230.27,532265.64,37.3892516,126.6638317,4.91,2.21,0,1.3,-0.06,1_1,4,1
73,2022-10-07 17:52:18.238,142,4391.0,4678.5,170132.66,532175.45,37.3884359,126.662733,5.05,2.17,0,26.4,-0.37,3_1,3,1
74,2022-10-07 17:52:18.238,142,7004.3,2475.7,170211.64,532241.55,37.389034,126.6636222,4.14,2.09,0,1.0,-0.08,1_1,4,1
75,2022-10-07 17:52:18.238,142,5466.2,4459.6,170165.08,532181.93,37.3884953,126.6630989,5.13,2.24,0,6.9,-0.0,,,1
76,2022-10-07 17:52:18.238,142,7176.8,2271.1,170216.86,532247.69,37.3890895,126.6636809,5.18,2.36,0,1.1,-0.04,1_1,4,1
77,2022-10-07 17:52:18.238,142,5523.9,3201.2,170166.95,532219.84,37.388837,126.6631185,5.02,2.25,0,32.6,0.03,,,1
78,2022-10-07 17:52:18.238,142,3872.5,6011.3,170116.89,532135.35,37.3880741,126.6625566,5.39,2.31,0,0.8,-0.05,3_4,2,1
79,2022-10-07 17:52:18.238,142,3154.3,5906.2,170095.26,532138.59,37.3881026,126.6623122,4.98,2.19,0,49.5,0.18,3_2,5,1
80,2022-10-07 17:52:18.238,142,4340.6,5397.6,170131.06,532153.79,37.3882407,126.6627159,4.45,2.06,0,0.7,-0.05,3_4,2,1
82,2022-10-07 17:52:18.238,142,6296.2,2202.3,170190.33,532249.86,37.3891082,126.6633813,4.11,1.89,0,26.2,0.28,1_2,3,1
83,2022-10-07 17:52:18.238,142,5054.7,4652.8,170152.66,532176.15,37.3884429,126.6629589,5.22,2.25,0,38.7,0.37,,,1
86,2022-10-07 17:52:18.238,142,7488.4,2219.4,170226.25,532249.22,37.3891036,126.6637869,4.59,2.12,0,23.7,0.1,1_1,6,1
87,2022-10-07 17:52:18.238,142,7317.2,2077.4,170221.11,532253.52,37.3891421,126.6637287,4.29,2.1,0,1.2,-0.08,1_1,4,1
88,2022-10-07 17:52:18.238,142,5005.1,5056.0,170151.12,532164.01,37.3883334,126.662942,5.21,2.35,0,29.4,-0.31,3_4,5,1
89,2022-10-07 17:52:18.238,142,6382.6,3617.7,170192.78,532207.2,37.3887239,126.6634107,4.59,2.14,0,8.5,-0.15,,,1
90,2022-10-07 17:52:18.238,142,6172.2,3573.1,170186.45,532208.57,37.388736,126.6633391,5.07,2.28,0,1.5,-0.02,,,1
91,2022-10-07 17:52:18.238,142,4569.8,5608.8,170137.94,532147.4,37.3881833,126.6627938,5.32,2.29,0,24.4,-0.16,3_4,5,1
92,2022-10-07 17:52:18.238,142,5524.6,4204.6,170166.87,532189.61,37.3885646,126.6631187,4.19,2.09,0,37.8,0.29,,,1
93,2022-10-07 17:52:18.238,142,5137.8,3511.6,170155.29,532210.53,37.3887527,126.6629871,4.37,2.07,0,28.5,-0.1,,,1
94,2022-10-07 17:52:18.238,142,5572.5,3984.0,170168.34,532196.25,37.3886245,126.663135,4.17,2.03,0,39.6,0.35,,,1
96,2022-10-07 17:52:18.238,142,6641.1,3308.1,170200.6,532216.5,37.388808,126.6634986,4.97,2.25,0,11.6,0.04,1_1,6,1
97,2022-10-07 17:52:18.238,142,6510.7,2777.0,170196.73,532232.52,37.3889522,126.6634543,4.62,2.21,0,53.2,0.25,1_1,2,1
98,2022-10-07 17:52:18.238,142,7059.0,1425.6,170213.4,532273.18,37.3893191,126.6636408,4.81,2.16,0,22.6,0.46,1_2,2,1
99,2022-10-07 17:52:18.238,142,3299.9,5980.8,170099.64,532136.32,37.3880823,126.6623618,4.89,2.22,0,55.1,0.21,3_2,4,1
100,2022-10-07 17:52:18.238,142,6410.8,1871.8,170193.82,532259.81,37.3891979,126.6634203,5.1,2.21,0,34.1,0.43,1_2,4,1
101,2022-10-07 17:52:18.238,142,7969.3,1405.6,170240.83,532273.69,37.3893245,126.6639506,4.38,2.08,0,15.1,0.57,,,1
102,2022-10-07 17:52:18.238,142,7748.9,1502.7,170234.18,532270.79,37.3892982,126.6638756,4.29,2.08,0,1.4,-0.03,,,1
103,2022-10-07 17:52:18.238,142,4613.4,4700.0,170139.36,532174.78,37.3884301,126.6628087,4.19,2.0,0,39.2,-0.35,3_1,1,1
104,2022-10-07 17:52:18.238,142,7732.1,1870.5,170233.63,532259.71,37.3891983,126.6638699,4.91,2.23,0,28.7,0.43,1_1,6,1
105,2022-10-07 17:52:18.238,142,4644.4,4355.6,170140.33,532185.15,37.3885236,126.6628193,5.12,2.24,0,28.9,-0.32,,,1
106,2022-10-07 17:52:18.238,142,3578.3,6047.7,170108.02,532134.28,37.3880642,126.6624565,4.45,2.07,0,48.9,-0.2,3_2,1,1
107,2022-10-07 17:52:18.238,142,4156.3,5984.4,170125.44,532136.12,37.3880813,126.6626532,5.65,2.44,0,27.3,0.63,3_4,4,1
108,2022-10-07 17:52:18.238,142,4057.3,4963.0,170122.57,532166.91,37.3883587,126.6626195,17.46,3.34,2,28.4,0.83,3_1,4,1
109,2022-10-07 17:52:18.238,142,4013.1,2922.0,170121.46,532228.42,37.3889128,126.6626044,5.09,2.15,0,0.7,-0.17,2_2,1,1
110,2022-10-07 17:52:18.238,142,4070.0,5750.4,170122.87,532143.19,37.3881449,126.6626238,5.15,2.27,0,1.1,-0.07,3_4,2,1
111,2022-10-07 17:52:18.238,142,7200.7,2410.1,170217.56,532243.5,37.3890518,126.663689,5.36,2.2,2,1.2,-0.05,1_1,5,1
112,2022-10-07 17:52:18.238,142,4928.3,3784.9,170148.94,532202.32,37.3886785,126.6629158,5.36,2.16,2,27.4,-0.06,,,1
113,2022-10-07 17:52:18.238,142,5896.1,4268.4,170178.05,532187.65,37.3885473,126.6632451,4.7,2.15,0,8.8,-0.06,,,1
114,2022-10-07 17:52:18.238,142,5851.6,4159.6,170176.73,532190.93,37.3885768,126.66323,5.26,2.19,2,5.8,0.03,,,1
115,2022-10-07 17:52:18.238,142,4163.4,3150.5,170125.96,532221.52,37.3888508,126.6626556,5.02,2.18,0,0.6,-0.05,2_2,2,1
117,2022-10-07 17:52:18.238,142,3299.4,5540.4,170099.67,532149.6,37.3882019,126.6623616,4.74,2.05,0,0.9,-0.01,,,1
118,2022-10-07 17:52:18.238,142,6882.5,1269.5,170208.1,532277.91,37.3893615,126.6635808,5.28,2.26,0,29.2,-0.06,1_2,4,1
119,2022-10-07 17:52:18.238,142,3305.8,2776.8,170100.16,532232.87,37.3889522,126.6623638,3.77,1.82,0,20.2,0.02,2_2,4,1
120,2022-10-07 17:52:18.238,142,3362.7,6321.0,170101.49,532126.07,37.3879899,126.6623831,4.93,2.22,0,,,3_2,1,0
121,2022-10-07 17:52:18.238,142,4015.3,3165.9,170121.5,532221.07,37.3888466,126.6626052,4.97,2.12,0,0.7,-0.07,2_2,3,1
123,2022-10-07 17:52:18.238,142,6965.6,2705.1,170210.45,532234.64,37.3889717,126.663609,4.22,1.98,0,1.2,-0.04,1_1,5,1
124,2022-10-07 17:52:18.238,142,5367.6,-797.0,170162.67,532340.34,37.3899226,126.6630653,,,0,,,,,0
125,2022-10-07 17:52:18.238,142,4733.6,4925.0,170142.95,532167.99,37.388369,126.6628496,13.02,3.0,1,1.6,-0.14,3_4,2,1
126,2022-10-07 17:52:18.238,142,4243.3,5714.6,170128.1,532144.24,37.3881546,126.6626828,5.19,2.31,0,32.3,0.38,3_4,3,1
128,2022-10-07 17:52:18.238,142,6086.1,3492.9,170183.86,532210.99,37.3887578,126.6633098,5.2,2.34,0,50.5,0.46,,,1
130,2022-10-07 17:52:18.238,142,4210.6,3081.4,170127.39,532223.59,37.3888695,126.6626716,4.37,1.97,0,0.6,-0.05,2_2,1,1
131,2022-10-07 17:52:18.238,142,5147.7,3002.1,170155.64,532225.89,37.3888911,126.6629905,5.25,2.23,2,0.8,-0.02,,,1
132,2022-10-07 17:52:18.238,142,6460.3,1992.6,170195.3,532256.16,37.3891651,126.6634371,2.76,1.14,3,24.6,-0.28,1_2,3,1
135,2022-10-07 17:52:18.238,142,7393.3,956.5,170223.52,532287.29,37.3894465,126.6637546,5.48,2.38,0,17.3,0.5,1_2,2,1
136,2022-10-07 17:52:18.238,142,4143.6,6377.9,170125.02,532124.27,37.3879745,126.6626489,5.44,2.32,0,17.8,0.2,3_4,6,1
137,2022-10-07 17:52:18.238,142,7052.9,838.2,170213.28,532290.89,37.3894786,126.6636387,5.16,2.27,0,23.0,0.46,1_2,5,1
138,2022-10-07 17:52:18.238,142,7539.5,930.1,170227.93,532288.06,37.3894536,126.6638043,5.74,2.4,0,18.4,0.51,1_2,1,1
129,2022-10-07 17:52:18.238,142,6310.0,3911.8,170190.57,532198.35,37.3886441,126.663386,5.27,2.2,2,46.9,0.24,,,1
140,2022-10-07 17:52:18.238,142,3841.3,6402.1,170115.91,532123.57,37.3879679,126.662546,5.48,2.43,0,22.1,0.37,3_4,4,1
141,2022-10-07 17:52:18.238,142,3923.2,6495.3,170118.37,532120.75,37.3879426,126.6625738,5.55,2.33,0,23.8,0.13,3_4,5,1
142,2022-10-07 17:52:18.238,142,3920.7,6666.2,170118.27,532115.6,37.3878962,126.662573,5.21,2.27,0,,,3_4,6,0
143,2022-10-07 17:52:18.238,142,3686.2,6440.6,170111.23,532122.43,37.3879575,126.6624932,5.45,2.31,0,24.5,-0.0,3_4,3,1
144,2022-10-07 17:52:18.238,142,7370.8,645.0,170222.88,532296.67,37.389531,126.6637469,5.64,2.37,0,35.8,-0.0,,,1
145,2022-10-07 17:52:18.238,142,7689.8,723.1,170232.48,532294.29,37.3895098,126.6638555,,,0,,,,,0
1,2022-10-07 17:52:18.271,143,5912.7,2347.7,170178.76,532245.52,37.3890687,126.6632508,5.19,2.21,0,26.5,-0.07,1_2,5,1
2,2022-10-07 17:52:18.271,143,4256.3,4443.8,170128.63,532182.54,37.3884996,126.6626872,4.97,2.16,0,35.9,0.05,3_1,5,1
3,2022-10-07 17:52:18.271,143,6233.2,3832.5,170188.26,532200.75,37.3886656,126.6633599,5.18,2.28,0,10.3,-0.14,,,1
4,2022-10-07 17:52:18.271,143,6870.8,2995.2,170207.56,532225.91,37.3888929,126.6635768,4.95,2.24,0,15.9,0.44,1_1,6,1
5,2022-10-07 17:52:18.271,143,6547.3,3081.7,170197.8,532223.34,37.3888695,126.6634667,4.97,2.26,0,0.8,-0.05,1_1,4,1
7,2022-10-07 17:52:18.271,143,6860.7,2496.4,170207.31,532240.94,37.3890284,126.6635733,5.26,2.29,0,42.4,-0.01,1_1,3,1
8,2022-10-07 17:52:18.271,143,5414.7,3514.7,170163.63,532210.41,37.3887519,126.6630814,5.08,2.2,0,35.1,0.18,,,1
9,2022-10-07 17:52:18.271,143,6633.9,2449.9,170200.48,532242.36,37.389041,126.6634962,5.59,2.51,2,47.9,0.24,1_1,1,1
10,2022-10-07 17:52:18.271,143,6474.8,3385.6,170195.59,532214.19,37.3887869,126.663442,5.02,2.23,0,10.9,0.11,1_1,5,1
11,2022-10-07 17:52:18.271,143,4503.0,4353.1,170136.07,532185.24,37.3885243,126.6627711,5.16,2.26,0,25.3,-0.11,,,1
12,2022-10-07 17:52:18.271,143,6191.0,2516.1,170187.13,532240.42,37.389023,126.6633455,4.78,2.18,0,25.3,0.15,1_2,2,1
13,2022-10-07 17:52:18.271,143,7476.1,1875.2,170225.92,532259.59,37.389197,126.6637828,5.06,2.28,0,1.1,-0.04,1_1,4,1
14,2022-10-07 17:52:18.271,143,7294.2,1249.4,170220.51,532278.47,37.3893669,126.6637209,5.36,2.31,0,19.9,0.42,1_2,1,1
15,2022-10-07 17:52:18.271,143,6713.3,2867.2,170202.83,532229.78,37.3889277,126.6635232,4.56,2.18,0,0.8,-0.05,1_1,4,1
16,2022-10-07 17:52:18.271,143,5920.2,3907.4,170178.82,532198.52,37.3886453,126.6632534,4.65,2.15,0,10.8,-0.02,,,1
17,2022-10-07 17:52:18.271,143,5307.9,4998.8,170160.25,532165.7,37.3883489,126.663045,5.28,2.32,0,24.3,-0.1,,,1
18,2022-10-07 17:52:18.271,143,6206.9,1965.8,170187.67,532257.0,37.3891724,126.6633509,5.17,2.21,0,29.1,-0.13,1_2,5,1
19,2022-10-07 17:52:18.271,143,6011.2,2564.1,170181.7,532238.99,37.38901,126.6632843,5.23,2.23,0,26.9,0.08,1_2,3,1
20,2022-10-07 17:52:18.271,143,7371.5,2173.1,170222.74,532250.63,37.3891161,126.6637472,5.11,2.24,0,1.2,-0.03,1_1,5,1
21,2022-10-07 17:52:18.271,143,7916.3,1283.2,170239.25,532277.38,37.3893578,126.6639325,4.83,2.16,0,8.3,0.57,,,1
22,2022-10-07 17:52:18.271,143,7157.5,2630.0,170216.24,532236.88,37.3889921,126.6636743,4.85,2.21,0,22.7,-0.02,1_1,6,1
23,2022-10-07 17:52:18.271,143,3489.7,5995.4,170105.36,532135.86,37.3880783,126.6624264,5.37,2.29,0,47.2,-0.01,3_2,2,1
24,2022-10-07 17:52:18.271,143,4717.6,3868.7,170142.59,532199.82,37.3886558,126.6628441,4.87,2.18,0,39.1,0.3,,,1
25,2022-10-07 17:52:18.271,143,5503.2,4617.9,170166.18,532177.16,37.3884524,126.6631115,4.73,2.15,0,17.5,-0.55,,,1
26,2022-10-07 17:52:18.271,143,8143.3,1510.8,170246.06,532270.5,37.389296,126.6640098,5.07,2.25,0,34.2,0.03,,,1
27,2022-10-07 17:52:18.271,143,8103.2,1055.8,170244.9,532284.22,37.3894195,126.6639961,5.35,2.29,0,,,,,0
28,2022-10-07 17:52:18.271,143,3576.9,5779.0,170108.01,532142.38,37.3881371,126.662456,4.44,2.06,0,55.2,0.47,3_2,3,1
30,2022-10-07 17:52:18.271,143,5253.9,3561.2,170158.78,532209.03,37.3887393,126.6630266,5.1,2.18,0,34.1,0.15,,,1
32,2022-10-07 17:52:18.271,143,7534.2,1968.2,170227.66,532256.78,37.3891718,126.6638025,4.81,2.16,0,1.2,-0.05,1_1,5,1
33,2022-10-07 17:52:18.271,143,4748.0,4366.5,170143.45,532184.82,37.3885206,126.6628545,4.8,2.16,0,34.3,0.08,,,1
34,2022-10-07 17:52:18.271,143,4821.4,5119.3,170145.58,532162.12,37.3883162,126.6628795,5.29,2.28,0,30.9,0.24,3_4,4,1
35,2022-10-07 17:52:18.271,143,6722.0,1282.2,170203.26,532277.54,37.389358,126.6635262,5.02,2.2,0,26.1,0.62,1_2,5,1
37,2022-10-07 17:52:18.271,143,6177.2,2691.8,170186.7,532235.12,37.3889753,126.6633408,4.95,2.22,0,36.8,0.48,1_2,1,1
39,2022-10-07 17:52:18.271,143,2729.7,2929.7,170082.79,532228.33,37.3889107,126.6621677,4.28,1.95,0,23.9,-0.32,,,1
40,2022-10-07 17:52:18.271,143,4926.5,5358.0,170148.72,532154.92,37.3882514,126.6629152,5.18,2.29,0,17.6,0.23,3_4,6,1
42,2022-10-07 17:52:18.271,143,5439.8,3104.1,170164.43,532222.78,37.3888634,126.6630899,5.02,2.21,0,28.1,0.37,,,1
43,2022-10-07 17:52:18.271,143,6859.7,2668.7,170207.26,532235.75,37.3889816,126.663573,4.92,2.16,0,1.2,-0.03,1_1,4,1
44,2022-10-07 17:52:18.271,143,5705.9,2587.3,170172.5,532238.32,37.3890037,126.6631804,5.29,2.29,0,28.8,0.24,1_2,5,1
45,2022-10-07 17:52:18.271,143,4515.2,5193.7,170136.34,532159.91,37.388296,126.6627753,4.7,2.16,0,0.7,-0.06,3_4,2,1
47,2022-10-07 17:52:18.271,143,4970.5,3172.2,170150.28,532220.78,37.3888449,126.6629302,,,0,0.6,-0.04,,,1
48,2022-10-07 17:52:18.271,143,4643.0,5717.2,170140.14,532144.12,37.3881539,126.6628188,4.97,2.25,0,21.0,0.1,3_4,6,1
49,2022-10-07 17:52:18.271,143,5532.1,4753.4,170167.03,532173.07,37.3884156,126.6631213,4.87,2.12,0,23.4,-0.55,,,1
50,2022-10-07 17:52:18.271,143,3547.4,5388.9,170107.16,532154.13,37.388243,126.662446,5.02,2.19,0,48.3,0.1,3_2,5,1
51,2022-10-07 17:52:18.271,143,7731.3,1691.9,170233.63,532265.09,37.3892468,126.6638696,4.69,2.18,0,5.1,0.35,1_1,5,1
52,2022-10-07 17:52:18.271,143,6692.3,1706.2,170202.32,532264.77,37.3892429,126.663516,4.3,1.95,0,30.5,-0.08,1_2,3,1
53,2022-10-07 17:52:18.271,143,5684.1,4185.5,170171.68,532190.17,37.3885698,126.663173,5.08,2.26,0,5.8,0.09,,,1
54,2022-10-07 17:52:18.271,143,7897.6,952.2,170238.72,532287.36,37.3894476,126.6639262,4.98,2.31,0,,,,,0
55,2022-10-07 17:52:18.271,143,4886.5,4371.0,170147.62,532184.66,37.3885194,126.6629016,4.95,2.17,0,42.2,-0.07,,,1
56,2022-10-07 17:52:18.271,143,4228.0,5562.4,170127.65,532148.83,37.3881959,126.6626776,4.33,2.04,0,1.0,0.04,3_4,2,1
57,2022-10-07 17:52:18.271,143,6888.5,1759.7,170208.23,532263.13,37.3892284,126.6635828,5.41,2.35,0,22.8,0.06,1_2,1,1
58,2022-10-07 17:52:18.271,143,4722.5,5096.9,170142.6,532162.81,37.3883223,126.6628458,4.81,2.2,0,34.9,0.07,3_4,3,1
59,2022-10-07 17:52:18.271,143,6066.4,4041.5,170183.21,532194.46,37.3886089,126.6633031,4.97,2.23,0,10.6,-0.05,,,1
60,2022-10-07 17:52:18.271,143,5644.2,3385.3,170170.56,532214.28,37.388787,126.6631594,5.24,2.26,0,40.4,-0.02,,,1
61,2022-10-07 17:52:18.271,143,6198.1,3674.4,170187.22,532205.51,37.3887085,126.6633479,5.06,2.32,0,13.8,-0.09,,,1
62,2022-10-07 17:52:18.271,143,4516.7,5508.6,170136.36,532150.42,37.3882105,126.6627758,5.33,2.28,0,30.3,0.13,3_4,4,1
63,2022-10-07 17:52:18.271,143,6392.0,3273.1,170193.11,532217.59,37.3888175,126.6634139,4.82,2.21,0,0.8,-0.03,1_1,4,1
64,2022-10-07 17:52:18.271,143,4158.4,5310.0,170125.58,532156.45,37.3882645,126.6626539,5.07,2.27,0,41.4,-0.02,3_1,1,1
65,2022-10-07 17:52:18.271,143,5120.1,3354.9,170154.77,532215.26,37.3887953,126.6629811,11.54,2.97,1,33.8,0.35,,,1
66,2022-10-07 17:52:18.271,143,5019.8,4038.5,170151.67,532194.67,37.3886097,126.662947,5.31,2.31,0,37.7,0.04,,,1
68,2022-10-07 17:52:18.271,143,6032.9,2363.8,170182.38,532245.02,37.3890644,126.6632917,4.99,2.17,0,38.2,0.25,1_2,4,1
69,2022-10-07 17:52:18.271,143,7521.0,1619.1,170227.3,532267.31,37.3892666,126.663798,3.97,1.95,0,45.2,-0.17,1_1,3,1
71,2022-10-07 17:52:18.271,143,5744.5,3081.5,170173.61,532223.43,37.3888695,126.6631936,5.1,2.22,0,31.9,0.14,1_2,2,1
72,2022-10-07 17:52:18.271,143,7619.6,1674.3,170230.26,532265.63,37.3892516,126.6638316,4.91,2.21,0,1.3,-0.05,1_1,4,1
73,2022-10-07 17:52:18.271,143,4386.2,4684.4,170132.51,532175.27,37.3884343,126.6627314,5.05,2.17,0,26.4,-0.34,3_1,3,1
74,2022-10-07 17:52:18.271,143,7004.0,2475.9,170211.63,532241.54,37.3890339,126.6636221,4.14,2.09,0,1.0,-0.07,1_1,4,1
75,2022-10-07 17:52:18.271,143,5467.5,4457.9,170165.12,532181.98,37.3884958,126.6630993,5.13,2.24,0,6.9,0.01,,,1
76,2022-10-07 17:52:18.271,143,7176.4,2271.3,170216.85,532247.69,37.3890895,126.6636808,5.18,2.36,0,1.1,-0.03,1_1,4,1
77,2022-10-07 17:52:18.271,143,5517.8,3209.2,170166.77,532219.61,37.3888348,126.6631164,5.02,2.25,0,32.6,0.02,,,1
78,2022-10-07 17:52:18.271,143,3872.6,6011.3,170116.89,532135.34,37.388074,126.6625566,5.39,2.31,0,0.8,-0.04,3_4,2,1
79,2022-10-07 17:52:18.271,143,3145.3,5918.0,170094.99,532138.23,37.3880994,126.6623092,4.98,2.19,0,49.5,0.17,3_2,5,1
80,2022-10-07 17:52:18.271,143,4340.6,5397.7,170131.06,532153.79,37.3882406,126.6627159,4.45,2.06,0,0.7,-0.04,3_4,2,1
82,2022-10-07 17:52:18.271,143,6291.1,2208.7,170190.18,532249.67,37.3891065,126.6633795,4.11,1.89,0,26.2,0.23,1_2,3,1
83,2022-10-07 17:52:18.271,143,5061.9,4644.2,170152.88,532176.41,37.3884452,126.6629613,5.22,2.25,0,38.7,0.33,,,1
86,2022-10-07 17:52:18.271,143,7492.4,2213.9,170226.38,532249.38,37.3891051,126.6637883,4.59,2.12,0,23.7,0.1,1_1,6,1
87,2022-10-07 17:52:18.271,143,7316.9,2077.6,170221.1,532253.51,37.3891421,126.6637286,4.29,2.1,0,1.2,-0.07,1_1,4,1
88,2022-10-07 17:52:18.271,143,5010.8,5048.8,170151.29,532164.23,37.3883354,126.6629439,5.21,2.35,0,29.4,-0.28,3_4,5,1
89,2022-10-07 17:52:18.271,143,6384.0,3615.6,170192.83,532207.27,37.3887245,126.6634112,4.59,2.14,0,8.5,-0.12,,,1
90,2022-10-07 17:52:18.271,143,6172.8,3572.6,170186.47,532208.58,37.3887362,126.6633393,5.07,2.28,0,1.5,-0.01,,,1
91,2022-10-07 17:52:18.271,143,4574.3,5602.9,170138.08,532147.58,37.3881849,126.6627954,5.32,2.29,0,24.4,-0.16,3_4,5,1
92,2022-10-07 17:52:18.271,143,5531.6,4195.3,170167.08,532189.89,37.3885671,126.6631211,4.19,2.09,0,37.8,0.27,,,1
93,2022-10-07 17:52:18.271,143,5132.3,3518.6,170155.12,532210.32,37.3887508,126.6629853,4.37,2.07,0,28.4,-0.1,,,1
94,2022-10-07 17:52:18.271,143,5580.1,3974.1,170168.56,532196.55,37.3886272,126.6631376,4.17,2.03,0,39.6,0.31,,,1
96,2022-10-07 17:52:18.271,143,6643.3,3305.1,170200.67,532216.59,37.3888088,126.6634994,4.97,2.25,0,11.6,0.03,1_1,6,1
